OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6	KEGG_Description
K04518	5052.0	6893.0	7279.0	6120.0	5724.0	5847.0	6305.0	6911.0	6033.0	5379.0	6364.0	6264.0	6505.0	6234.0	6594.0	6442.0	7021.0	6482.0	prephenate dehydratase [EC:4.2.1.51]
K09591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	probable steroid reductase DET2 [EC:1.3.99.-]
K14129	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	aromatic prenyltransferase [EC:2.5.1.-]
K14128	36.0	36.0	24.0	31.0	29.0	43.0	84.0	46.0	66.0	47.0	93.0	114.0	76.0	49.0	85.0	138.0	52.0	69.0	F420-non-reducing hydrogenase subunit G [EC:1.12.99.-]
K14121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	energy-converting hydrogenase B subunit L
K14120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	energy-converting hydrogenase B subunit K
K14123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	energy-converting hydrogenase B subunit N
K14122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	energy-converting hydrogenase B subunit M
K14125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	energy-converting hydrogenase B subunit P
K14124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	energy-converting hydrogenase B subunit O
K14127	113.0	99.0	79.0	91.0	57.0	114.0	232.0	140.0	162.0	138.0	216.0	256.0	174.0	132.0	187.0	206.0	132.0	182.0	F420-non-reducing hydrogenase iron-sulfur subunit D [EC:1.12.99.-]
K14126	48.0	52.0	31.0	39.0	38.0	54.0	106.0	56.0	77.0	58.0	105.0	135.0	86.0	63.0	110.0	155.0	60.0	84.0	F420-non-reducing hydrogenase subunit A [EC:1.12.99.-]
K03521	19881.0	17716.0	22117.0	21411.0	25670.0	21673.0	17194.0	16409.0	18321.0	18179.0	18817.0	17039.0	20044.0	23638.0	20272.0	20624.0	21382.0	20458.0	electron transfer flavoprotein beta subunit
K03520	6050.0	8525.0	9402.0	7730.0	7558.0	7522.0	6558.0	7123.0	5460.0	5425.0	6942.0	6198.0	6629.0	5812.0	7139.0	6967.0	7192.0	7542.0	carbon-monoxide dehydrogenase large subunit [EC:1.2.99.2]
K03523	3678.0	5361.0	5041.0	4492.0	4067.0	4370.0	4761.0	5077.0	4430.0	3911.0	4900.0	4995.0	5036.0	4618.0	4961.0	4870.0	5543.0	4738.0	putative biotin biosynthesis protein BioY
K03522	20329.0	18460.0	22628.0	22189.0	26348.0	22178.0	17683.0	16851.0	18702.0	18589.0	19361.0	17523.0	20704.0	24186.0	20847.0	21133.0	21900.0	20961.0	electron transfer flavoprotein alpha subunit
K03525	11158.0	10663.0	12066.0	11773.0	13392.0	11968.0	11030.0	10659.0	11636.0	11020.0	11568.0	11137.0	12659.0	14216.0	12795.0	12643.0	13238.0	12271.0	type III pantothenate kinase [EC:2.7.1.33]
K03524	12994.0	12804.0	14730.0	13965.0	15774.0	14261.0	13012.0	12585.0	13092.0	12518.0	13578.0	12983.0	14340.0	15969.0	14712.0	14484.0	15208.0	14341.0	BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
K03527	13262.0	13736.0	15268.0	14769.0	16003.0	14510.0	13359.0	12496.0	12853.0	12558.0	14016.0	13289.0	14668.0	16256.0	14962.0	15062.0	15885.0	14656.0	4-hydroxy-3-methylbut-2-enyl diphosphate reductase [EC:1.17.1.2]
K03526	12194.0	11932.0	13675.0	13238.0	14908.0	13289.0	12032.0	11399.0	12034.0	11606.0	12739.0	12123.0	13329.0	15036.0	13667.0	13629.0	14442.0	13257.0	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1]
K03529	12765.0	12559.0	14028.0	13668.0	15302.0	14017.0	12568.0	11863.0	12422.0	12012.0	13235.0	12559.0	13851.0	15461.0	14267.0	14105.0	14757.0	13791.0	chromosome segregation protein
K03528	393.0	292.0	398.0	444.0	554.0	516.0	390.0	480.0	446.0	485.0	560.0	537.0	376.0	413.0	441.0	469.0	506.0	534.0	cell division protein ZipA
K06338	6.0	11.0	19.0	3.0	11.0	15.0	4.0	18.0	4.0	5.0	6.0	10.0	4.0	11.0	12.0	5.0	2.0	3.0	spore coat protein SA
K02217	374.0	522.0	961.0	483.0	709.0	413.0	1168.0	1295.0	1337.0	1024.0	967.0	1243.0	1393.0	1399.0	1160.0	886.0	1326.0	889.0	ferritin [EC:1.16.3.1]
K03299	2865.0	3871.0	3525.0	3693.0	3296.0	3219.0	2797.0	2954.0	3172.0	3020.0	2950.0	2965.0	3664.0	3028.0	3273.0	3797.0	3931.0	3388.0	gluconate:H+ symporter, GntP family
K03298	2146.0	2621.0	2516.0	2757.0	2829.0	2777.0	1830.0	1875.0	2160.0	2013.0	2154.0	1991.0	2559.0	2442.0	2166.0	2543.0	2760.0	2357.0	drug/metabolite transporter, DME family
K13472	25.0	14.0	26.0	19.0	36.0	24.0	54.0	91.0	107.0	141.0	63.0	132.0	68.0	34.0	62.0	34.0	54.0	46.0	sulfotransferase
K03293	5692.0	5493.0	6123.0	6241.0	6784.0	5666.0	4848.0	5048.0	6174.0	6224.0	5676.0	5478.0	6729.0	7747.0	6011.0	7059.0	7770.0	6412.0	amino acid transporter, AAT family
K03292	704.0	834.0	847.0	756.0	855.0	951.0	1528.0	1475.0	1347.0	1160.0	1661.0	1908.0	1644.0	1468.0	1611.0	1336.0	1664.0	1081.0	glycoside/pentoside/hexuronide:cation symporter, GPH family
K03291	440.0	539.0	632.0	504.0	514.0	528.0	388.0	466.0	612.0	501.0	520.0	535.0	545.0	465.0	484.0	466.0	667.0	531.0	MFS transporter, SET family, sugar efflux transporter
K03290	86.0	150.0	310.0	161.0	38.0	72.0	156.0	132.0	134.0	91.0	111.0	105.0	166.0	63.0	156.0	136.0	73.0	300.0	MFS transporter, SHS family, sialic acid transporter
K03297	4621.0	6043.0	6236.0	6084.0	5459.0	5547.0	4414.0	5003.0	4729.0	4413.0	4835.0	4673.0	5458.0	4999.0	5277.0	5407.0	5421.0	5431.0	small multidrug resistance protein, SMR family
K03296	42329.0	32916.0	42908.0	43396.0	54893.0	45838.0	36989.0	32215.0	38344.0	38639.0	40337.0	36819.0	42355.0	52642.0	43006.0	43459.0	45781.0	41949.0	hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family
K03295	10008.0	11488.0	11943.0	11208.0	10585.0	12155.0	10546.0	10572.0	10188.0	9665.0	10760.0	10393.0	10711.0	10863.0	11732.0	11426.0	11244.0	11641.0	cation efflux system protein, CDF family
K03294	12056.0	16033.0	16226.0	15140.0	12367.0	13846.0	14358.0	14456.0	14732.0	12813.0	14736.0	14643.0	15931.0	15266.0	16045.0	16193.0	17045.0	15976.0	basic amino acid/polyamine antiporter, APA family
K13009	27.0	29.0	14.0	22.0	16.0	25.0	43.0	23.0	31.0	28.0	41.0	37.0	26.0	22.0	32.0	112.0	30.0	45.0	O-antigen polymerase
K12690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	adhesin Hsf
K09743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	hypothetical protein
K06022	3.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	3.0	1.0	1.0	3.0	2.0	molybdate-transporting ATPase [EC:3.6.3.29]
K07190	43.0	71.0	111.0	32.0	108.0	119.0	665.0	537.0	471.0	237.0	657.0	783.0	775.0	732.0	583.0	422.0	839.0	242.0	phosphorylase kinase alpha/beta subunit
K06021	8.0	6.0	6.0	4.0	1.0	3.0	6.0	2.0	2.0	2.0	2.0	3.0	4.0	5.0	3.0	5.0	6.0	3.0	phosphate-transporting ATPase [EC:3.6.3.27]
K07192	1482.0	1756.0	1342.0	1317.0	1152.0	1776.0	2437.0	1967.0	1914.0	1618.0	2196.0	2523.0	2250.0	1972.0	2213.0	1814.0	2327.0	1805.0	flotillin
K06020	6602.0	4408.0	6171.0	6984.0	9444.0	7258.0	4105.0	3731.0	5280.0	5341.0	5126.0	4112.0	6409.0	8345.0	5613.0	6047.0	6599.0	5702.0	sulfate-transporting ATPase [EC:3.6.3.25]
K06027	34.0	30.0	35.0	40.0	32.0	59.0	42.0	28.0	29.0	32.0	28.0	29.0	32.0	32.0	42.0	35.0	35.0	32.0	vesicle-fusing ATPase [EC:3.6.4.6]
K06026	7.0	3.0	5.0	6.0	3.0	4.0	8.0	6.0	24.0	11.0	10.0	8.0	12.0	19.0	12.0	12.0	10.0	12.0	None
K09744	636.0	671.0	559.0	494.0	450.0	854.0	1315.0	972.0	910.0	772.0	1178.0	1352.0	1269.0	1198.0	1176.0	923.0	1330.0	789.0	hypothetical protein
K07991	1.0	3.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0	0.0	1.0	6.0	3.0	0.0	2.0	3.0	2.0	3.0	archaeal preflagellin peptidase FlaK
K08749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	solute carrier family 27 (fatty acid transporter), member 6
K09835	42.0	80.0	120.0	42.0	125.0	125.0	708.0	542.0	434.0	319.0	673.0	868.0	761.0	737.0	571.0	427.0	879.0	251.0	carotenoid isomerase [EC:5.-.-.-]
K09834	22.0	65.0	99.0	21.0	86.0	101.0	652.0	486.0	401.0	193.0	639.0	772.0	732.0	716.0	551.0	404.0	829.0	221.0	tocopherol cyclase
K10439	16334.0	19145.0	20154.0	20199.0	20624.0	21101.0	16425.0	17054.0	15421.0	15347.0	17195.0	16902.0	16939.0	17608.0	17413.0	17579.0	19521.0	17633.0	ribose transport system substrate-binding protein
K06351	56.0	57.0	51.0	129.0	32.0	72.0	150.0	97.0	83.0	101.0	71.0	153.0	37.0	21.0	48.0	45.0	27.0	45.0	inhibitor of KinA
K09833	22.0	65.0	99.0	21.0	86.0	101.0	652.0	486.0	401.0	193.0	639.0	772.0	732.0	716.0	551.0	404.0	829.0	221.0	homogenitisate phytyltransferase
K10925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MSHA pilin protein MshB
K10924	2256.0	1690.0	2464.0	2555.0	3210.0	2763.0	1216.0	1058.0	1801.0	1654.0	1617.0	1323.0	1981.0	2468.0	1793.0	1898.0	2072.0	1848.0	MSHA pilin protein MshA
K10927	1671.0	1173.0	1816.0	1941.0	2476.0	2046.0	779.0	656.0	1306.0	1212.0	1045.0	889.0	1458.0	1852.0	1146.0	1327.0	1467.0	1192.0	MSHA pilin protein MshD
K10926	1671.0	1173.0	1816.0	1941.0	2476.0	2046.0	779.0	656.0	1306.0	1212.0	1045.0	889.0	1458.0	1852.0	1146.0	1327.0	1467.0	1192.0	MSHA pilin protein MshC
K10923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AraC family transcriptional regulator, TCP pilus virulence regulatory protein
K10922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	transmembrane regulatory protein ToxS
K09629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	protease, serine, 33
K10697	37.0	92.0	105.0	37.0	98.0	111.0	660.0	498.0	414.0	205.0	649.0	780.0	752.0	727.0	568.0	420.0	836.0	239.0	two-component system, OmpR family, response regulator RpaA
K00179	918.0	913.0	876.0	965.0	1175.0	1138.0	1195.0	898.0	933.0	867.0	1116.0	1161.0	954.0	943.0	1164.0	1105.0	1042.0	1011.0	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]
K00172	1954.0	1760.0	2448.0	2175.0	2721.0	2173.0	1413.0	1349.0	1535.0	1545.0	1654.0	1487.0	1668.0	1894.0	1686.0	1923.0	1797.0	1674.0	pyruvate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.1]
K00171	74.0	83.0	62.0	50.0	50.0	57.0	126.0	90.0	87.0	73.0	100.0	143.0	98.0	66.0	100.0	171.0	81.0	105.0	pyruvate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.1]
K00170	2026.0	1861.0	2517.0	2306.0	2874.0	2255.0	1528.0	1425.0	1619.0	1640.0	1757.0	1584.0	1775.0	2040.0	1804.0	2118.0	1909.0	1781.0	pyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.1]
K00177	532.0	597.0	485.0	539.0	603.0	559.0	833.0	702.0	646.0	657.0	726.0	810.0	698.0	698.0	755.0	746.0	621.0	692.0	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
K00176	497.0	563.0	444.0	517.0	607.0	561.0	874.0	692.0	652.0	612.0	721.0	874.0	681.0	670.0	842.0	736.0	564.0	655.0	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
K00175	4408.0	6089.0	5327.0	4842.0	4065.0	4942.0	5508.0	5647.0	5401.0	4752.0	5268.0	5584.0	5489.0	4960.0	5900.0	5835.0	5497.0	5422.0	2-oxoglutarate ferredoxin oxidoreductase subunit beta [EC:1.2.7.3]
K00174	4404.0	6047.0	5321.0	4832.0	4052.0	4937.0	5491.0	5634.0	5394.0	4747.0	5262.0	5569.0	5470.0	4955.0	5871.0	5827.0	5490.0	5415.0	2-oxoglutarate ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3]
K13478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	type III effector protein PopP2
K14338	1823.0	2017.0	2183.0	1882.0	1376.0	2082.0	1866.0	1770.0	2213.0	1821.0	1824.0	1767.0	2041.0	1867.0	1971.0	2144.0	2191.0	2170.0	cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]
K14339	1903.0	3480.0	3123.0	2752.0	2014.0	2187.0	1789.0	2475.0	1941.0	1807.0	2219.0	1905.0	2600.0	2050.0	2588.0	2542.0	2775.0	2398.0	alpha-1,6-mannosyltransferase [EC:2.4.1.-]
K14335	2309.0	2936.0	2783.0	2566.0	2313.0	3076.0	1954.0	2116.0	2278.0	2107.0	2334.0	2127.0	2400.0	2417.0	2300.0	2447.0	3000.0	2243.0	alpha-1,6-mannosyltransferase [EC:2.4.1.-]
K14337	739.0	1399.0	1165.0	1027.0	665.0	722.0	740.0	875.0	796.0	718.0	799.0	705.0	1123.0	837.0	1051.0	991.0	1127.0	1039.0	alpha-1,6-mannosyltransferase [EC:2.4.1.-]
K14330	22.0	65.0	99.0	21.0	86.0	101.0	653.0	489.0	402.0	195.0	639.0	773.0	732.0	716.0	551.0	405.0	829.0	222.0	fatty aldehyde-generating acyl-ACP reductase
K14331	22.0	65.0	99.0	21.0	86.0	101.0	653.0	489.0	402.0	195.0	639.0	773.0	732.0	716.0	551.0	405.0	829.0	222.0	fatty aldehyde decarbonylase
K14333	368.0	405.0	770.0	510.0	530.0	483.0	364.0	405.0	328.0	336.0	437.0	356.0	387.0	324.0	439.0	469.0	454.0	609.0	2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]
K08918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chlorophyll a/b binding light-harvesting protein PcbA
K13479	6.0	3.0	6.0	3.0	1.0	1.0	9.0	4.0	7.0	2.0	5.0	7.0	5.0	1.0	4.0	10.0	1.0	6.0	xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]
K04078	17517.0	19010.0	20323.0	19110.0	20039.0	19572.0	18296.0	18084.0	18032.0	17031.0	18813.0	18113.0	19527.0	20680.0	20307.0	19825.0	20649.0	19774.0	chaperonin GroES
K04079	10657.0	9791.0	11247.0	11186.0	13226.0	11421.0	9886.0	9490.0	10966.0	10361.0	10815.0	10026.0	11964.0	13579.0	11878.0	11765.0	12903.0	11329.0	molecular chaperone HtpG
K04076	44.0	44.0	52.0	117.0	22.0	53.0	107.0	76.0	52.0	72.0	59.0	99.0	32.0	17.0	37.0	43.0	23.0	36.0	Lon-like ATP-dependent protease [EC:3.4.21.-]
K04077	20525.0	20905.0	23340.0	21881.0	24096.0	22067.0	20957.0	20471.0	20990.0	20088.0	22002.0	20918.0	23461.0	25951.0	23835.0	23559.0	25146.0	22877.0	chaperonin GroEL
K04074	500.0	604.0	433.0	524.0	478.0	426.0	864.0	613.0	609.0	724.0	659.0	741.0	581.0	701.0	674.0	732.0	608.0	586.0	cell division initiation protein
K04075	12887.0	12694.0	14638.0	13884.0	15718.0	14142.0	12706.0	12385.0	12912.0	12417.0	13334.0	12651.0	14131.0	15843.0	14381.0	14231.0	15081.0	14178.0	tRNA(Ile)-lysidine synthase [EC:6.3.4.-]
K04072	612.0	887.0	797.0	592.0	476.0	764.0	2165.0	1598.0	1676.0	1072.0	1825.0	2355.0	2239.0	1907.0	1931.0	1488.0	2408.0	1137.0	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]
K04073	9502.0	8237.0	9934.0	9734.0	12232.0	9023.0	6973.0	7472.0	8508.0	8545.0	8429.0	6904.0	10214.0	12448.0	9483.0	9827.0	10711.0	9250.0	acetaldehyde dehydrogenase [EC:1.2.1.10]
K04070	246.0	347.0	232.0	294.0	395.0	252.0	430.0	393.0	357.0	369.0	361.0	387.0	390.0	421.0	384.0	401.0	309.0	357.0	putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]
K04071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6-pyruvoyltetrahydropterin 2'-reductase [EC:1.1.1.220]
K14597	13.0	28.0	10.0	5.0	11.0	22.0	50.0	33.0	29.0	29.0	22.0	45.0	22.0	16.0	29.0	30.0	12.0	16.0	chlorobactene glucosyltransferase
K13318	213.0	355.0	222.0	218.0	130.0	243.0	178.0	268.0	506.0	280.0	278.0	228.0	309.0	237.0	247.0	390.0	352.0	271.0	dTDP-4-keto-6-deoxy-L-hexose 4-reductase
K08280	128.0	134.0	211.0	121.0	110.0	174.0	69.0	63.0	164.0	154.0	101.0	133.0	82.0	151.0	112.0	202.0	141.0	74.0	lipopolysaccharide O-acetyltransferase [EC:2.3.1.-]
K13641	4401.0	7041.0	6143.0	5954.0	4658.0	5107.0	5382.0	5639.0	4970.0	4637.0	5341.0	5370.0	6093.0	5298.0	5651.0	6058.0	6725.0	5943.0	IclR family transcriptional regulator, acetate operon repressor
K13640	2688.0	4485.0	3599.0	3268.0	2098.0	2875.0	3256.0	3802.0	3449.0	2864.0	3310.0	3374.0	3702.0	3074.0	3790.0	3688.0	3757.0	3643.0	MerR family transcriptional regulator, heat shock protein HspR
K13643	7499.0	5439.0	7192.0	7483.0	9906.0	7887.0	5584.0	4796.0	6147.0	6358.0	6282.0	5503.0	6949.0	8974.0	6976.0	7328.0	7626.0	7008.0	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor
K13642	244.0	217.0	214.0	202.0	238.0	272.0	203.0	134.0	137.0	144.0	222.0	179.0	172.0	224.0	181.0	202.0	184.0	220.0	CRP/FNR family transcriptional regulator, transcriptional activator FtrB
K02027	54312.0	70187.0	67478.0	68376.0	60745.0	63438.0	54589.0	59367.0	59700.0	54153.0	59894.0	57527.0	63815.0	64760.0	61754.0	64844.0	73526.0	62007.0	multiple sugar transport system substrate-binding protein
K02026	57445.0	76248.0	71725.0	73367.0	64099.0	67077.0	57999.0	63791.0	62802.0	57697.0	63563.0	60904.0	67228.0	68082.0	65515.0	69024.0	77941.0	66219.0	multiple sugar transport system permease protein
K02025	57967.0	77067.0	72866.0	74372.0	64423.0	67713.0	58454.0	64874.0	63630.0	58278.0	64257.0	61541.0	67905.0	68519.0	66333.0	69674.0	78302.0	66981.0	multiple sugar transport system permease protein
K02024	3645.0	2499.0	3274.0	4388.0	4678.0	5084.0	2203.0	1724.0	3172.0	2935.0	2371.0	2500.0	3632.0	4507.0	2688.0	2749.0	3326.0	2763.0	maltoporin
K02023	25285.0	22090.0	31548.0	30719.0	38427.0	32280.0	20634.0	20215.0	20808.0	21894.0	24949.0	22370.0	22944.0	28242.0	23422.0	24941.0	28650.0	24253.0	multiple sugar transport system ATP-binding protein
K02022	19066.0	14749.0	20640.0	20755.0	27004.0	21658.0	15937.0	13669.0	15864.0	16348.0	18016.0	15694.0	18839.0	23570.0	18245.0	18927.0	20824.0	18112.0	None
K02021	2403.0	3448.0	3519.0	3135.0	2907.0	2861.0	2455.0	3214.0	2627.0	2454.0	2871.0	2714.0	3009.0	2749.0	2974.0	3136.0	3434.0	3040.0	putative ABC transport system ATP-binding protein
K02020	17950.0	16676.0	19775.0	19411.0	23127.0	20304.0	15917.0	14327.0	15764.0	15526.0	17050.0	15709.0	17919.0	19892.0	18105.0	18322.0	19345.0	17963.0	molybdate transport system substrate-binding protein
K02029	37799.0	36188.0	45401.0	44789.0	53246.0	45018.0	33112.0	32092.0	32986.0	34368.0	37360.0	34303.0	36406.0	41890.0	37158.0	40320.0	43611.0	38206.0	polar amino acid transport system permease protein
K02028	20837.0	21208.0	24736.0	24453.0	27352.0	24287.0	18298.0	18184.0	19122.0	19206.0	20496.0	18870.0	20726.0	22973.0	20906.0	22937.0	24355.0	21581.0	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]
K03886	772.0	780.0	609.0	666.0	447.0	934.0	1120.0	911.0	834.0	826.0	839.0	1061.0	781.0	694.0	972.0	769.0	682.0	790.0	menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-]
K03887	126.0	161.0	99.0	186.0	70.0	150.0	271.0	173.0	167.0	161.0	152.0	273.0	107.0	69.0	118.0	193.0	118.0	131.0	menaquinol-cytochrome c reductase cytochrome b subunit;menaquinol-cytochrome c reductase cytochrome b subunit [EC:1.10.2.-]
K03884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NADH-ubiquinone oxidoreductase chain 6 [EC:1.6.5.3];NADH dehydrogenase I subunit 6 [EC:1.6.5.3]
K03885	17616.0	18278.0	19862.0	19389.0	20939.0	18636.0	17637.0	17691.0	19117.0	17667.0	19129.0	17966.0	21417.0	23369.0	20471.0	20296.0	22626.0	19988.0	NADH dehydrogenase [EC:1.6.99.3]
K03881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NADH-ubiquinone oxidoreductase chain 4 [EC:1.6.5.3];NADH dehydrogenase I subunit 4 [EC:1.6.5.3]
K03888	88.0	95.0	72.0	146.0	48.0	108.0	202.0	124.0	107.0	117.0	97.0	199.0	53.0	34.0	65.0	62.0	56.0	70.0	menaquinol-cytochrome c reductase cytochrome b/c subunit [EC:1.10.2.-];menaquinol-cytochrome c reductase cytochrome b/c subunit
K03889	2293.0	3891.0	3262.0	2817.0	1825.0	2363.0	2432.0	3128.0	2916.0	2428.0	2731.0	2524.0	3131.0	2661.0	3134.0	3152.0	3256.0	3134.0	ubiquinol-cytochrome c reductase cytochrome c subunit
K12998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glucosyltransferase [EC:2.4.1.-]
K12999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glucosyltransferase [EC:2.4.1.-]
K12992	243.0	464.0	382.0	332.0	268.0	249.0	327.0	457.0	331.0	378.0	346.0	384.0	286.0	317.0	376.0	362.0	305.0	387.0	rhamnosyltransferase [EC:2.4.1.-]
K12993	300.0	237.0	267.0	364.0	514.0	396.0	324.0	280.0	200.0	341.0	245.0	242.0	313.0	308.0	294.0	277.0	265.0	308.0	alpha-1,2-rhamnosyltransferase [EC:2.4.1.-]
K12990	410.0	351.0	477.0	495.0	498.0	441.0	523.0	403.0	516.0	408.0	614.0	539.0	513.0	597.0	610.0	622.0	583.0	699.0	rhamnosyltransferase [EC:2.4.1.-]
K12991	23.0	25.0	26.0	26.0	54.0	34.0	44.0	59.0	36.0	113.0	47.0	101.0	38.0	38.0	36.0	32.0	56.0	40.0	rhamnosyltransferase [EC:2.4.1.-]
K12996	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	rhamnosyltransferase [EC:2.4.1.-]
K12997	15.0	9.0	4.0	4.0	12.0	15.0	3.0	17.0	6.0	4.0	4.0	3.0	2.0	12.0	11.0	4.0	5.0	3.0	rhamnosyltransferase [EC:2.4.1.-]
K12994	316.0	255.0	281.0	370.0	523.0	410.0	353.0	300.0	219.0	358.0	266.0	291.0	332.0	322.0	314.0	306.0	282.0	326.0	alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]
K12995	400.0	426.0	332.0	457.0	645.0	507.0	459.0	492.0	366.0	493.0	361.0	391.0	491.0	426.0	476.0	414.0	361.0	443.0	rhamnosyltransferase [EC:2.4.1.-]
K08979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	putative membrane protein
K08978	1273.0	1206.0	1253.0	1308.0	1499.0	1520.0	1465.0	1109.0	1084.0	1079.0	1334.0	1463.0	1212.0	1226.0	1394.0	1313.0	1102.0	1273.0	putative membrane protein
K03088	170588.0	196301.0	187742.0	180334.0	171882.0	194616.0	179178.0	172297.0	177933.0	169578.0	177614.0	175770.0	191005.0	193270.0	196042.0	192592.0	205150.0	189926.0	RNA polymerase sigma-70 factor, ECF subfamily
K03089	11858.0	9643.0	12563.0	12279.0	15437.0	13443.0	10127.0	8640.0	9510.0	10170.0	10845.0	9623.0	10642.0	13163.0	11304.0	11426.0	11858.0	11574.0	RNA polymerase sigma-32 factor
K03086	15781.0	16525.0	17257.0	16941.0	18003.0	17531.0	17171.0	16902.0	16999.0	15840.0	16942.0	17256.0	18272.0	19570.0	18657.0	17830.0	18538.0	17724.0	RNA polymerase primary sigma factor
K03087	7056.0	6111.0	7526.0	7384.0	9299.0	7497.0	8343.0	7146.0	8070.0	7047.0	9029.0	8912.0	10869.0	12341.0	9546.0	8916.0	11720.0	7974.0	RNA polymerase nonessential primary-like sigma factor
